event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,event_type,event_region,arrivals_count,s_pick_time,s_pick_station,s_pick_network,s_pick_channel,s_pick_phase,s_pick_method,s_pick_time_uncertainty,p_pick_time,p_pick_station,p_pick_network,p_pick_channel,p_pick_phase,p_pick_method,p_pick_time_uncertainty,p_s_interval_sec
gfz2009eavu,2009-02-27T10:02:15.500000Z,-0.191,123.062,113.7,4.77,mb,,"Minahassa Peninsula, Sulawesi",28,2009-02-27T10:02:52.140000Z,LUWI,GE,BHN,s,,,2009-02-27T10:02:36.350000Z,LUWI,GE,BHZ,p,,,15.79
gfz2009eavu,2009-02-27T10:02:15.500000Z,-0.191,123.062,113.7,4.77,mb,,"Minahassa Peninsula, Sulawesi",28,2009-02-27T10:04:11.700000Z,TNTI,GE,BHN,s,,,2009-02-27T10:03:20.990000Z,TNTI,GE,BHZ,p,,,50.71
gfz2009dygp,2009-02-26T00:03:32.380000Z,1.195,97.028,18.2,4.71,mb,,"Northern Sumatra, Indonesia",27,2009-02-26T00:03:53.240000Z,GSI,GE,BHE,s,,,2009-02-26T00:03:44.120000Z,GSI,GE,BHZ,p,,,9.12
gfz2009dygp,2009-02-26T00:03:32.380000Z,1.195,97.028,18.2,4.71,mb,,"Northern Sumatra, Indonesia",27,2009-02-26T00:05:19.800000Z,LHMI,GE,BHE,s,,,,,,,,,,
gfz2009dvue,2009-02-24T15:29:21.990000Z,1.39,96.917,16.9,4.45,mb,,Off West Coast of Northern Sumatra,21,2009-02-24T15:29:45.210000Z,GSI,GE,BHE,s,,,2009-02-24T15:29:35.890000Z,GSI,GE,BHZ,p,,,9.32
gfz2009dvgr,2009-02-24T08:40:39.140000Z,3.65,126.915,72.8,4.81,mb,,"Talaud Islands, Indonesia",48,2009-02-24T08:41:56.600000Z,TNTI,GE,BHN,s,,,2009-02-24T08:41:22.350000Z,TNTI,GE,BHZ,p,,,34.25
gfz2009dseu,2009-02-22T16:16:36.450000Z,3.624,126.758,68.3,4.77,mb,,"Talaud Islands, Indonesia",72,2009-02-22T16:17:53.900000Z,TNTI,GE,BHE,s,,,2009-02-22T16:17:19.100000Z,TNTI,GE,BHZ,p,,,34.8
gfz2009dseu,2009-02-22T16:16:36.450000Z,3.624,126.758,68.3,4.77,mb,,"Talaud Islands, Indonesia",72,2009-02-22T16:20:11.510000Z,FAKI,GE,BHE,s,,,2009-02-22T16:18:37.660000Z,FAKI,GE,BHZ,p,,,93.85
gfz2009dkli,2009-02-18T10:26:08.330000Z,3.616,126.744,69.0,5.12,mb,,"Talaud Islands, Indonesia",99,2009-02-18T10:27:25.080000Z,TNTI,GE,BHE,s,,,2009-02-18T10:26:50.830000Z,TNTI,GE,BHZ,p,,,34.25
gfz2009dkli,2009-02-18T10:26:08.330000Z,3.616,126.744,69.0,5.12,mb,,"Talaud Islands, Indonesia",99,2009-02-18T10:29:43.970000Z,FAKI,GE,BHN,s,,,2009-02-18T10:28:09.020000Z,FAKI,GE,BHZ,p,,,94.95
gfz2009dijd,2009-02-17T07:01:55.300000Z,2.352,128.253,114.4,5.21,mb,,"Halmahera, Indonesia",78,2009-02-17T07:02:48.950000Z,TNTI,GE,BHZ,s,,,2009-02-17T07:02:25.440000Z,TNTI,GE,BHZ,p,,,23.51
gfz2009dhbx,2009-02-16T14:13:59.170000Z,3.492,126.957,67.4,5.0,mb,,"Talaud Islands, Indonesia",55,2009-02-16T14:15:14.260000Z,TNTI,GE,BHE,s,,,2009-02-16T14:14:38.920000Z,TNTI,GE,BHZ,p,,,35.34
gfz2009dctr,2009-02-14T05:30:12.980000Z,4.088,126.873,63.0,5.06,mb,,"Talaud Islands, Indonesia",72,2009-02-14T05:31:41.120000Z,TNTI,GE,BHN,s,,,2009-02-14T05:31:01.940000Z,TNTI,GE,BHZ,p,,,39.18
gfz2009dbad,2009-02-13T06:28:46.250000Z,3.946,126.829,68.0,5.02,mb,,"Talaud Islands, Indonesia",77,2009-02-13T06:30:12.290000Z,TNTI,GE,BHZ,s,,,2009-02-13T06:29:32.690000Z,TNTI,GE,BHZ,p,,,39.6
gfz2009dagg,2009-02-12T20:25:03.030000Z,-8.326,121.311,195.7,5.2,mb,,"Flores Region, Indonesia",87,2009-02-12T20:25:54.920000Z,MMRI,GE,BHN,s,,,2009-02-12T20:25:32.660000Z,MMRI,GE,BHZ,p,,,22.26
gfz2009daap,2009-02-12T17:34:27.820000Z,-7.045,129.763,114.3,4.94,mb,,Banda Sea,40,2009-02-12T17:36:30.320000Z,FAKI,GE,BHN,s,,,2009-02-12T17:35:37.580000Z,FAKI,GE,BHZ,p,,,52.74
gfz2009cztu,2009-02-12T14:07:22.770000Z,3.945,126.743,68.3,5.05,mb,,"Talaud Islands, Indonesia",86,2009-02-12T14:08:50.170000Z,TNTI,GE,BHN,s,,,2009-02-12T14:08:10.030000Z,TNTI,GE,BHZ,p,,,40.14
gfz2009czsb,2009-02-12T13:15:08.030000Z,4.012,126.626,44.6,6.27,M,,"Talaud Islands, Indonesia",178,2009-02-12T13:16:33.010000Z,TNTI,GE,BHE,s,,,2009-02-12T13:15:57.460000Z,TNTI,GE,BHZ,p,,,35.55
gfz2009czpr,2009-02-12T12:03:09.180000Z,4.027,127.197,48.1,4.71,mb,,"Talaud Islands, Indonesia",31,2009-02-12T12:04:34.510000Z,TNTI,GE,BHZ,s,,,2009-02-12T12:03:58.060000Z,TNTI,GE,BHZ,p,,,36.45
gfz2009comu,2009-02-06T09:59:44.220000Z,-7.0,123.187,652.1,5.09,mb,,Banda Sea,115,2009-02-06T10:02:05.820000Z,MMRI,GE,BHZ,s,,,2009-02-06T10:01:03.340000Z,MMRI,GE,BHZ,p,,,62.48
gfz2009cktz,2009-02-04T09:03:45.880000Z,2.348,96.175,26.1,5.03,mb,,"Northern Sumatra, Indonesia",82,2009-02-04T09:04:35.490000Z,GSI,GE,BHZ,s,,,2009-02-04T09:04:13.980000Z,GSI,GE,BHZ,p,,,21.51
gfz2009chdb,2009-02-02T09:04:35.580000Z,-4.663,102.66,55.7,4.91,mb,,"Southern Sumatra, Indonesia",59,2009-02-02T09:04:52.950000Z,MNAI,GE,BHZ,s,,,2009-02-02T09:04:46.380000Z,MNAI,GE,BHZ,p,,,6.57
gfz2009cdlz,2009-01-31T09:00:10.200000Z,-6.147,130.424,159.9,4.79,mb,,Banda Sea,46,2009-01-31T09:01:48.160000Z,FAKI,GE,BHZ,s,,,2009-01-31T09:01:06.510000Z,FAKI,GE,BHZ,p,,,41.65
gfz2009byjb,2009-01-28T13:47:38.130000Z,-6.313,130.559,110.6,4.73,mb,,Banda Sea,45,2009-01-28T13:49:16.280000Z,FAKI,GE,BHN,s,,,2009-01-28T13:48:34.340000Z,FAKI,GE,BHZ,p,,,41.94
gfz2009brqi,2009-01-24T21:27:32.820000Z,-6.119,130.478,125.5,4.53,mb,,Banda Sea,29,2009-01-24T21:29:07.710000Z,FAKI,GE,BHE,s,,,2009-01-24T21:28:27.030000Z,FAKI,GE,BHZ,p,,,40.68
gfz2009bqon,2009-01-24T07:24:46.500000Z,-6.282,130.398,126.0,4.92,mb,,Banda Sea,57,2009-01-24T07:26:26.400000Z,FAKI,GE,BHE,s,,,2009-01-24T07:25:43.100000Z,FAKI,GE,BHZ,p,,,43.3
gfz2009boyf,2009-01-23T10:01:39.090000Z,-8.124,107.967,38.7,3.78,mb,,"Java, Indonesia",22,2009-01-23T10:02:47.920000Z,UGM,GE,BHE,s,,,2009-01-23T10:02:17.630000Z,UGM,GE,BHZ,p,,,30.29
gfz2009boyf,2009-01-23T10:01:39.090000Z,-8.124,107.967,38.7,3.78,mb,,"Java, Indonesia",22,2009-01-23T10:02:51.720000Z,SMRI,GE,BHN,s,,,2009-01-23T10:02:20.190000Z,SMRI,GE,BHZ,p,,,31.53
gfz2009boun,2009-01-23T08:09:13.000000Z,-0.178,122.84,99.2,4.96,mb,,"Minahassa Peninsula, Sulawesi",22,2009-01-23T08:09:45.410000Z,LUWI,GE,BHN,s,,,2009-01-23T08:09:31.440000Z,LUWI,GE,BHZ,p,,,13.97
gfz2009bnxa,2009-01-22T20:16:35.430000Z,-7.4,128.615,156.6,5.96,M,,Banda Sea,163,2009-01-22T20:20:06.930000Z,TNTI,GE,BHE,s,,,2009-01-22T20:18:33.760000Z,TNTI,GE,BHZ,p,,,93.17
gfz2009bmox,2009-01-22T03:01:53.740000Z,-0.513,127.429,121.0,5.59,mb,,"Halmahera, Indonesia",121,2009-01-22T03:02:40.260000Z,TNTI,GE,BHZ,s,,,2009-01-22T03:02:19.990000Z,TNTI,GE,BHZ,p,,,20.27
gfz2009bmox,2009-01-22T03:01:53.740000Z,-0.513,127.429,121.0,5.59,mb,,"Halmahera, Indonesia",121,2009-01-22T03:03:53.370000Z,LUWI,GE,BHE,s,,,2009-01-22T03:03:01.310000Z,LUWI,GE,BHZ,p,,,52.06
gfz2009bmox,2009-01-22T03:01:53.740000Z,-0.513,127.429,121.0,5.59,mb,,"Halmahera, Indonesia",121,2009-01-22T03:04:12.680000Z,FAKI,GE,BHE,s,,,2009-01-22T03:03:12.660000Z,FAKI,GE,BHZ,p,,,60.02
gfz2009blnm,2009-01-21T13:09:18.700000Z,-0.279,133.034,33.8,4.65,mb,,"Irian Jaya Region, Indonesia",22,2009-01-21T13:10:33.810000Z,FAKI,GE,BHN,s,,,2009-01-21T13:10:00.910000Z,FAKI,GE,BHZ,p,,,32.9
gfz2009blcy,2009-01-21T07:49:45.500000Z,-0.461,132.907,28.7,4.86,mb,,"Irian Jaya Region, Indonesia",36,2009-01-21T07:50:54.860000Z,FAKI,GE,BHN,s,,,2009-01-21T07:50:25.810000Z,FAKI,GE,BHZ,p,,,29.05
gfz2009blcy,2009-01-21T07:49:45.500000Z,-0.461,132.907,28.7,4.86,mb,,"Irian Jaya Region, Indonesia",36,2009-01-21T07:52:12.590000Z,TNTI,GE,BHE,s,,,,,,,,,,
gfz2009bkhv,2009-01-20T21:09:34.770000Z,-10.789,114.954,35.4,4.64,mb,,"South of Bali, Indonesia",40,2009-01-20T21:10:40.040000Z,JAGI,GE,BHE,s,,,2009-01-20T21:10:11.810000Z,JAGI,GE,BHZ,p,,,28.23
gfz2009bkat,2009-01-20T17:34:13.190000Z,-8.411,112.07,93.3,5.17,mb,,"Java, Indonesia",48,2009-01-20T17:35:01.500000Z,UGM,GE,BHZ,s,,,2009-01-20T17:34:40.660000Z,UGM,GE,BHZ,p,,,20.84
gfz2009bjnh,2009-01-20T10:46:54.680000Z,-4.645,129.777,161.2,5.57,mb,,Banda Sea,164,2009-01-20T10:50:16.130000Z,LUWI,GE,BHZ,s,,,2009-01-20T10:48:47.610000Z,LUWI,GE,BHZ,p,,,88.52
gfz2009bjnh,2009-01-20T10:46:54.680000Z,-4.645,129.777,161.2,5.57,mb,,Banda Sea,164,2009-01-20T10:53:25.250000Z,JAGI,GE,BHN,s,,,2009-01-20T10:50:29.840000Z,JAGI,GE,BHZ,p,,,175.41
gfz2009bjnh,2009-01-20T10:46:54.680000Z,-4.645,129.777,161.2,5.57,mb,,Banda Sea,164,2009-01-20T10:54:41.750000Z,UGM,GE,BHE,s,,,2009-01-20T10:51:07.720000Z,UGM,GE,BHE,p,,,214.03
gfz2009bjnh,2009-01-20T10:46:54.680000Z,-4.645,129.777,161.2,5.57,mb,,Banda Sea,164,2009-01-20T10:48:17.800000Z,FAKI,GE,BHE,s,,,2009-01-20T10:47:41.780000Z,FAKI,GE,BHZ,p,,,36.02
gfz2009bjnh,2009-01-20T10:46:54.680000Z,-4.645,129.777,161.2,5.57,mb,,Banda Sea,164,2009-01-20T10:49:25.340000Z,TNTI,GE,BHE,s,,,2009-01-20T10:48:20.660000Z,TNTI,GE,BHZ,p,,,64.68
gfz2009bjlo,2009-01-20T09:53:34.800000Z,-0.725,133.276,47.5,5.02,mb,,"Irian Jaya Region, Indonesia",37,2009-01-20T09:54:41.310000Z,FAKI,GE,BHN,s,,,2009-01-20T09:54:11.710000Z,FAKI,GE,BHZ,p,,,29.6
gfz2009bhxw,2009-01-19T13:49:20.160000Z,-4.454,129.269,10.9,4.87,mb,,Banda Sea,40,2009-01-19T13:50:52.220000Z,FAKI,GE,BHN,s,,,2009-01-19T13:50:13.310000Z,FAKI,GE,BHZ,p,,,38.91
gfz2009bgxf,2009-01-19T00:21:32.740000Z,-0.592,131.823,13.2,4.83,mb,,"Irian Jaya Region, Indonesia",53,2009-01-19T00:22:40.230000Z,FAKI,GE,BHE,s,,,2009-01-19T00:22:11.330000Z,FAKI,GE,BHZ,p,,,28.9
gfz2009bfhn,2009-01-18T03:16:35.610000Z,-3.57,137.059,12.9,4.53,mb,,"Irian Jaya, Indonesia",26,2009-01-18T03:18:44.690000Z,FAKI,GE,BHE,s,,,2009-01-18T03:17:49.340000Z,FAKI,GE,BHZ,p,,,55.35
gfz2009bbud,2009-01-16T05:04:43.370000Z,-7.378,109.264,184.4,4.67,mb,,"Java, Indonesia",80,2009-01-16T05:05:39.470000Z,SMRI,GE,BHZ,s,,,2009-01-16T05:05:14.250000Z,SMRI,GE,BHZ,p,,,25.22
gfz2009bbud,2009-01-16T05:04:43.370000Z,-7.378,109.264,184.4,4.67,mb,,"Java, Indonesia",80,2009-01-16T05:05:39.120000Z,UGM,GE,BHZ,s,,,2009-01-16T05:05:14.860000Z,UGM,GE,BHZ,p,,,24.26
gfz2009bbud,2009-01-16T05:04:43.370000Z,-7.378,109.264,184.4,4.67,mb,,"Java, Indonesia",80,2009-01-16T05:06:52.760000Z,JAGI,GE,BHZ,s,,,2009-01-16T05:05:56.160000Z,JAGI,GE,BHZ,p,,,56.6
gfz2009ayxo,2009-01-14T15:22:25.150000Z,-2.638,127.481,36.6,4.82,mb,,Ceram Sea,39,2009-01-14T15:24:29.070000Z,FAKI,GE,BHN,s,,,2009-01-14T15:23:34.350000Z,FAKI,GE,BHZ,p,,,54.72
gfz2009ayxo,2009-01-14T15:22:25.150000Z,-2.638,127.481,36.6,4.82,mb,,Ceram Sea,39,2009-01-14T15:24:31.930000Z,LUWI,GE,BHN,s,,,2009-01-14T15:23:37.210000Z,LUWI,GE,BH,p,,,54.72
gfz2009ayty,2009-01-14T13:33:07.190000Z,-0.455,133.029,22.9,4.79,mb,,"Irian Jaya Region, Indonesia",51,2009-01-14T13:34:19.930000Z,FAKI,GE,BHN,s,,,2009-01-14T13:33:46.770000Z,FAKI,GE,BHZ,p,,,33.16
gfz2009ayha,2009-01-14T07:19:00.990000Z,-0.68,133.277,25.9,4.95,mb,,"Irian Jaya Region, Indonesia",61,2009-01-14T07:21:36.660000Z,TNTI,GE,BHE,s,,,2009-01-14T07:20:30.070000Z,TNTI,GE,BHZ,p,,,66.59
gfz2009awzb,2009-01-13T13:50:18.500000Z,-2.304,99.334,23.9,4.42,mb,,"Southern Sumatra, Indonesia",35,2009-01-13T13:52:06.430000Z,MNAI,GE,BHE,s,,,2009-01-13T13:51:21.350000Z,MNAI,GE,BHZ,p,,,45.08
gfz2009avte,2009-01-12T21:44:34.010000Z,-5.59,128.995,269.4,4.5,mb,,Banda Sea,29,2009-01-12T21:46:33.310000Z,FAKI,GE,BHN,s,,,2009-01-12T21:45:40.970000Z,FAKI,GE,BHZ,p,,,52.34
gfz2009atqt,2009-01-11T18:13:00.260000Z,-0.501,132.953,22.4,5.06,mb,,"Irian Jaya Region, Indonesia",65,2009-01-11T18:14:12.630000Z,FAKI,GE,BHN,s,,,2009-01-11T18:13:39.600000Z,FAKI,GE,BHZ,p,,,33.03
gfz2009atiy,2009-01-11T14:15:55.530000Z,-0.731,133.631,31.2,5.12,mb,,"Irian Jaya Region, Indonesia",82,2009-01-11T14:18:41.260000Z,TNTI,GE,BHN,s,,,2009-01-11T14:17:25.910000Z,TNTI,GE,BHZ,p,,,75.35
gfz2009asdj,2009-01-10T22:17:54.780000Z,-0.419,132.803,24.4,4.97,mb,,"Irian Jaya Region, Indonesia",57,2009-01-10T22:19:05.330000Z,FAKI,GE,BHE,s,,,2009-01-10T22:18:35.040000Z,FAKI,GE,BHZ,p,,,30.29
gfz2009aqpt,2009-01-10T02:16:11.180000Z,-0.275,132.38,10.0,4.91,mb,,"Irian Jaya Region, Indonesia",53,2009-01-10T02:17:28.280000Z,FAKI,GE,BHN,s,,,2009-01-10T02:16:54.280000Z,FAKI,GE,BHZ,p,,,34.0
gfz2009apup,2009-01-09T15:34:23.320000Z,-0.701,133.369,24.0,4.56,mb,,"Irian Jaya Region, Indonesia",33,2009-01-09T15:35:32.570000Z,FAKI,GE,BHN,s,,,2009-01-09T15:35:03.390000Z,FAKI,GE,BHZ,p,,,29.18
gfz2009apmo,2009-01-09T11:31:07.300000Z,-6.252,130.405,146.5,4.81,mb,,Banda Sea,49,2009-01-09T11:32:47.100000Z,FAKI,GE,BHE,s,,,2009-01-09T11:32:04.210000Z,FAKI,GE,BH,p,,,42.89
gfz2009amcp,2009-01-07T15:02:45.490000Z,-0.31,133.025,21.9,4.94,mb,,"Irian Jaya Region, Indonesia",61,2009-01-07T15:04:00.000000Z,FAKI,GE,BHE,s,,,2009-01-07T15:03:29.310000Z,FAKI,GE,BHE,p,,,30.69
gfz2009algf,2009-01-07T03:43:09.600000Z,1.782,127.269,110.8,5.35,mb,,"Halmahera, Indonesia",106,2009-01-07T03:43:47.560000Z,TNTI,GE,BHZ,s,,,2009-01-07T03:43:30.300000Z,TNTI,GE,BHZ,p,,,17.26
gfz2009akjy,2009-01-06T16:28:05.830000Z,-0.334,132.839,12.3,4.98,mb,,"Irian Jaya Region, Indonesia",61,2009-01-06T16:30:29.260000Z,TNTI,GE,BHZ,s,,,2009-01-06T16:29:27.600000Z,TNTI,GE,BHZ,p,,,61.66
gfz2009aixg,2009-01-05T21:18:34.720000Z,-0.456,133.142,16.3,4.77,mb,,"Irian Jaya Region, Indonesia",21,2009-01-05T21:19:47.280000Z,FAKI,GE,BHE,s,,,2009-01-05T21:19:16.610000Z,FAKI,GE,BH,p,,,30.67
gfz2009agwc,2009-01-04T18:02:34.960000Z,2.561,124.206,345.4,4.91,mb,,Celebes Sea,89,2009-01-04T18:04:32.580000Z,TNTI,GE,BHZ,s,,,2009-01-04T18:03:39.010000Z,TNTI,GE,BH,p,,,53.57
gfz2009agmj,2009-01-04T13:06:30.220000Z,-0.361,133.152,30.4,5.04,mb,,"Irian Jaya Region, Indonesia",65,2009-01-04T13:07:43.600000Z,FAKI,GE,BHZ,s,,,2009-01-04T13:07:11.810000Z,FAKI,GE,BH,p,,,31.79
gfz2009aczt,2009-01-02T15:18:21.160000Z,-6.934,124.364,614.9,4.56,mb,,Banda Sea,63,2009-01-02T15:22:02.790000Z,TNTI,GE,BHZ,s,,,2009-01-02T15:20:21.960000Z,TNTI,GE,BH,p,,,100.83
gfz2009aczt,2009-01-02T15:18:21.160000Z,-6.934,124.364,614.9,4.56,mb,,Banda Sea,63,2009-01-02T15:22:10.590000Z,FAKI,GE,BHZ,s,,,2009-01-02T15:20:29.210000Z,FAKI,GE,BH,p,,,101.38
